region;civil;age;gender;pop
;;30-34 år;män;1
;;;kvinnor;3
;;35-39 år;män;0
;;;kvinnor;4
;;40-44 år;män;5
;;;kvinnor;6
;;45-49 år;män;6
;;;kvinnor;10
;;50-54 år;män;5
;;;kvinnor;18
;;55-59 år;män;12
;;;kvinnor;31
;;60-64 år;män;19
;;;kvinnor;55
1495 Skara;ogifta;20-24 år;män;614
;;;kvinnor;505
;;25-29 år;män;558
;;;kvinnor;420
;;30-34 år;män;372
;;;kvinnor;289
;;35-39 år;män;260
;;;kvinnor;191
;;40-44 år;män;188
;;;kvinnor;184
;;45-49 år;män;246
;;;kvinnor;187
;;50-54 år;män;244
;;;kvinnor;218
;;55-59 år;män;158
;;;kvinnor;137
;;60-64 år;män;159
;;;kvinnor;120
;gifta;20-24 år;män;21
;;;kvinnor;39
;;25-29 år;män;75
;;;kvinnor;129
;;30-34 år;män;168
;;;kvinnor;227
;;35-39 år;män;228
;;;kvinnor;235
;;40-44 år;män;264
;;;kvinnor;249
;;45-49 år;män;312
;;;kvinnor;331
;;50-54 år;män;348
;;;kvinnor;331
;;55-59 år;män;285
;;;kvinnor;324
;;60-64 år;män;293
;;;kvinnor;293
;skilda;20-24 år;män;1
;;;kvinnor;0
;;25-29 år;män;10
;;;kvinnor;18
;;30-34 år;män;18
;;;kvinnor;26
;;35-39 år;män;32
;;;kvinnor;53
;;40-44 år;män;47
;;;kvinnor;63
;;45-49 år;män;77
;;;kvinnor;110
;;50-54 år;män;115
;;;kvinnor;115
;;55-59 år;män;105
;;;kvinnor;112
;;60-64 år;män;111
;;;kvinnor;121
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;2
;;;kvinnor;1
;;45-49 år;män;2
;;;kvinnor;10
;;50-54 år;män;5
;;;kvinnor;8
;;55-59 år;män;5
;;;kvinnor;10
;;60-64 år;män;11
;;;kvinnor;17
1496 Skövde;ogifta;20-24 år;män;2246
;;;kvinnor;1784
;;25-29 år;män;2344
;;;kvinnor;1653
;;30-34 år;män;1402
;;;kvinnor;941
;;35-39 år;män;877
;;;kvinnor;593
;;40-44 år;män;610
;;;kvinnor;498
;;45-49 år;män;598
;;;kvinnor;505
;;50-54 år;män;630
;;;kvinnor;496
;;55-59 år;män;461
;;;kvinnor;358
;;60-64 år;män;357
;;;kvinnor;276
;gifta;20-24 år;män;21
;;;kvinnor;71
;;25-29 år;män;236
;;;kvinnor;407
;;30-34 år;män;535
;;;kvinnor;713
;;35-39 år;män;716
;;;kvinnor;765
;;40-44 år;män;817
;;;kvinnor;889
;;45-49 år;män;941
;;;kvinnor;895
;;50-54 år;män;944
;;;kvinnor;970
;;55-59 år;män;852
;;;kvinnor;862
;;60-64 år;män;895
;;;kvinnor;864
;skilda;20-24 år;män;4
;;;kvinnor;4
;;25-29 år;män;12
;;;kvinnor;33
;;30-34 år;män;45
;;;kvinnor;68
;;35-39 år;män;94
;;;kvinnor;137
;;40-44 år;män;141
;;;kvinnor;178
;;45-49 år;män;191
;;;kvinnor;258
;;50-54 år;män;268
;;;kvinnor;358
;;55-59 år;män;242
;;;kvinnor;287
;;60-64 år;män;228
;;;kvinnor;305
;änkor/änklingar;20-24 år;män;1
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;1
;;;kvinnor;5
;;40-44 år;män;2
;;;kvinnor;11
;;45-49 år;män;2
;;;kvinnor;16
;;50-54 år;män;10
;;;kvinnor;33
;;55-59 år;män;18
;;;kvinnor;59
;;60-64 år;män;20
;;;kvinnor;91
1497 Hjo;ogifta;20-24 år;män;228
;;;kvinnor;214
;;25-29 år;män;235
;;;kvinnor;187
;;30-34 år;män;146
;;;kvinnor;125
;;35-39 år;män;135
;;;kvinnor;89
;;40-44 år;män;101
;;;kvinnor;80
;;45-49 år;män;114
;;;kvinnor;95
;;50-54 år;män;125
;;;kvinnor;77
;;55-59 år;män;87
;;;kvinnor;70
;;60-64 år;män;56
;;;kvinnor;39
;gifta;20-24 år;män;2
;;;kvinnor;7
;;25-29 år;män;31
;;;kvinnor;55
;;30-34 år;män;71
;;;kvinnor;94
;;35-39 år;män;114
;;;kvinnor;128
;;40-44 år;män;131
;;;kvinnor;146
;;45-49 år;män;134
;;;kvinnor;136
;;50-54 år;män;157
;;;kvinnor;156
;;55-59 år;män;130
;;;kvinnor;137
;;60-64 år;män;174
;;;kvinnor;202
;skilda;20-24 år;män;0
;;;kvinnor;3
;;25-29 år;män;1
;;;kvinnor;2
;;30-34 år;män;6
;;;kvinnor;7
;;35-39 år;män;12
;;;kvinnor;16
;;40-44 år;män;21
;;;kvinnor;25
;;45-49 år;män;45
;;;kvinnor;47
;;50-54 år;män;41
;;;kvinnor;62
;;55-59 år;män;34
;;;kvinnor;47
;;60-64 år;män;52
;;;kvinnor;65
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;1
;;;kvinnor;1
;;45-49 år;män;0
;;;kvinnor;4
;;50-54 år;män;2
;;;kvinnor;4
;;55-59 år;män;0
;;;kvinnor;7
;;60-64 år;män;9
;;;kvinnor;13
1498 Tidaholm;ogifta;20-24 år;män;370
;;;kvinnor;330
;;25-29 år;män;435
;;;kvinnor;310
;;30-34 år;män;234
;;;kvinnor;204
;;35-39 år;män;194
;;;kvinnor;126
;;40-44 år;män;177
;;;kvinnor;132
;;45-49 år;män;176
;;;kvinnor;142
;;50-54 år;män;196
;;;kvinnor;147
;;55-59 år;män;136
;;;kvinnor;109
;;60-64 år;män;117
;;;kvinnor;81
;gifta;20-24 år;män;4
;;;kvinnor;22
;;25-29 år;män;44
;;;kvinnor;73
;;30-34 år;män;106
;;;kvinnor;135
;;35-39 år;män;109
;;;kvinnor;138
;;40-44 år;män;155
;;;kvinnor;174
;;45-49 år;män;195
;;;kvinnor;188
;;50-54 år;män;229
;;;kvinnor;265
;;55-59 år;män;197
;;;kvinnor;215
;;60-64 år;män;238
;;;kvinnor;226
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;4
;;;kvinnor;7
;;30-34 år;män;12
;;;kvinnor;16
;;35-39 år;män;15
;;;kvinnor;21
;;40-44 år;män;25
;;;kvinnor;40
;;45-49 år;män;46
;;;kvinnor;56
;;50-54 år;män;68
;;;kvinnor;61
;;55-59 år;män;65
;;;kvinnor;73
;;60-64 år;män;58
;;;kvinnor;66
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;1
;;;kvinnor;2
;;50-54 år;män;1
;;;kvinnor;3
;;55-59 år;män;4
;;;kvinnor;13
;;60-64 år;män;9
;;;kvinnor;18
1499 Falköping;ogifta;20-24 år;män;984
;;;kvinnor;825
;;25-29 år;män;930
;;;kvinnor;723
;;30-34 år;män;671
;;;kvinnor;467
;;35-39 år;män;436
;;;kvinnor;326
;;40-44 år;män;385
;;;kvinnor;296
;;45-49 år;män;369
;;;kvinnor;274
;;50-54 år;män;419
;;;kvinnor;321
;;55-59 år;män;330
;;;kvinnor;241
;;60-64 år;män;237
;;;kvinnor;173
;gifta;20-24 år;män;27
;;;kvinnor;57
;;25-29 år;män;162
;;;kvinnor;251
;;30-34 år;män;359
;;;kvinnor;447
;;35-39 år;män;402
;;;kvinnor;463
;;40-44 år;män;513
;;;kvinnor;483
;;45-49 år;män;498
;;;kvinnor;532
;;50-54 år;män;576
;;;kvinnor;601
;;55-59 år;män;535
;;;kvinnor;496
;;60-64 år;män;573
;;;kvinnor;615
;skilda;20-24 år;män;2
;;;kvinnor;4
;;25-29 år;män;12
;;;kvinnor;34
;;30-34 år;män;23
;;;kvinnor;56
;;35-39 år;män;57
;;;kvinnor;89
;;40-44 år;män;90
;;;kvinnor;111
;;45-49 år;män;106
;;;kvinnor;140
;;50-54 år;män;156
;;;kvinnor;175
;;55-59 år;män;148
;;;kvinnor;177
;;60-64 år;män;140
;;;kvinnor;187
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;3
;;;kvinnor;7
;;40-44 år;män;2
;;;kvinnor;13
;;45-49 år;män;1
;;;kvinnor;7
;;50-54 år;män;8
;;;kvinnor;11
;;55-59 år;män;4
;;;kvinnor;25
;;60-64 år;män;15
;;;kvinnor;40
1715 Kil;ogifta;20-24 år;män;294
;;;kvinnor;237
;;25-29 år;män;306
;;;kvinnor;256
;;30-34 år;män;245
;;;kvinnor;188
;;35-39 år;män;176
;;;kvinnor;154
;;40-44 år;män;156
;;;kvinnor;136
;;45-49 år;män;165
;;;kvinnor;137
;;50-54 år;män;153
;;;kvinnor;128
;;55-59 år;män;131
;;;kvinnor;74
;;60-64 år;män;93
;;;kvinnor;61
;gifta;20-24 år;män;4
;;;kvinnor;10
;;25-29 år;män;27
;;;kvinnor;74
;;30-34 år;män;88
;;;kvinnor;99
;;35-39 år;män;116
;;;kvinnor;160
;;40-44 år;män;173
;;;kvinnor;179
;;45-49 år;män;174
;;;kvinnor;182
;;50-54 år;män;195
;;;kvinnor;195
;;55-59 år;män;193
;;;kvinnor;181
;;60-64 år;män;208
;;;kvinnor;225
;skilda;20-24 år;män;1
;;;kvinnor;0
;;25-29 år;män;4
;;;kvinnor;5
;;30-34 år;män;9
;;;kvinnor;11
;;35-39 år;män;13
;;;kvinnor;17
;;40-44 år;män;33
;;;kvinnor;38
;;45-49 år;män;41
;;;kvinnor;45
;;50-54 år;män;55
;;;kvinnor;77
;;55-59 år;män;61
;;;kvinnor;68
;;60-64 år;män;77
;;;kvinnor;68
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;2
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;0
;;;kvinnor;3
;;50-54 år;män;6
;;;kvinnor;6
;;55-59 år;män;1
;;;kvinnor;10
;;60-64 år;män;1
;;;kvinnor;16
1730 Eda;ogifta;20-24 år;män;219
;;;kvinnor;181
;;25-29 år;män;252
;;;kvinnor;194
;;30-34 år;män;163
;;;kvinnor;138
;;35-39 år;män;114
;;;kvinnor;91
;;40-44 år;män;131
;;;kvinnor;88
;;45-49 år;män;138
;;;kvinnor;94
;;50-54 år;män;141
;;;kvinnor;102
;;55-59 år;män;127
;;;kvinnor;60
;;60-64 år;män;95
;;;kvinnor;45
;gifta;20-24 år;män;10
;;;kvinnor;25
;;25-29 år;män;41
;;;kvinnor;83
;;30-34 år;män;79
;;;kvinnor;89
;;35-39 år;män;101
;;;kvinnor;97
;;40-44 år;män;78
;;;kvinnor;95
;;45-49 år;män;123
;;;kvinnor;103
;;50-54 år;män;146
;;;kvinnor;130
;;55-59 år;män;119
;;;kvinnor;152
;;60-64 år;män;137
;;;kvinnor;175
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;6
;;30-34 år;män;10
;;;kvinnor;16
;;35-39 år;män;13
;;;kvinnor;15
;;40-44 år;män;21
;;;kvinnor;29
;;45-49 år;män;30
;;;kvinnor;48
;;50-54 år;män;53
;;;kvinnor;56
;;55-59 år;män;62
;;;kvinnor;55
;;60-64 år;män;64
;;;kvinnor;57
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;1
;;;kvinnor;4
;;50-54 år;män;5
;;;kvinnor;5
;;55-59 år;män;3
;;;kvinnor;8
;;60-64 år;män;2
;;;kvinnor;14
1737 Torsby;ogifta;20-24 år;män;319
;;;kvinnor;252
;;25-29 år;män;350
;;;kvinnor;265
;;30-34 år;män;245
;;;kvinnor;201
;;35-39 år;män;199
;;;kvinnor;148
;;40-44 år;män;214
;;;kvinnor;163
;;45-49 år;män;201
;;;kvinnor;139
;;50-54 år;män;229
;;;kvinnor;171
;;55-59 år;män;181
;;;kvinnor;128
;;60-64 år;män;178
;;;kvinnor;125
;gifta;20-24 år;män;3
;;;kvinnor;14
;;25-29 år;män;29
;;;kvinnor;39
;;30-34 år;män;54
;;;kvinnor;74
;;35-39 år;män;80
;;;kvinnor;96
;;40-44 år;män;120
;;;kvinnor;122
;;45-49 år;män;137
;;;kvinnor;123
;;50-54 år;män;141
;;;kvinnor;164
;;55-59 år;män;163
;;;kvinnor;191
;;60-64 år;män;196
;;;kvinnor;188
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;4
;;;kvinnor;6
;;30-34 år;män;3
;;;kvinnor;5
;;35-39 år;män;8
;;;kvinnor;13
;;40-44 år;män;20
;;;kvinnor;33
;;45-49 år;män;31
;;;kvinnor;48
;;50-54 år;män;56
;;;kvinnor;63
;;55-59 år;män;67
;;;kvinnor;73
;;60-64 år;män;82
;;;kvinnor;77
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;1
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;2
;;45-49 år;män;2
;;;kvinnor;2
;;50-54 år;män;3
;;;kvinnor;7
;;55-59 år;män;4
;;;kvinnor;16
;;60-64 år;män;6
;;;kvinnor;28
1760 Storfors;ogifta;20-24 år;män;103
;;;kvinnor;91
;;25-29 år;män;94
;;;kvinnor;77
;;30-34 år;män;72
;;;kvinnor;52
;;35-39 år;män;50
;;;kvinnor;29
;;40-44 år;män;59
;;;kvinnor;27
;;45-49 år;män;70
;;;kvinnor;35
;;50-54 år;män;62
;;;kvinnor;56
;;55-59 år;män;48
;;;kvinnor;24
;;60-64 år;män;44
;;;kvinnor;21
;gifta;20-24 år;män;3
;;;kvinnor;5
;;25-29 år;män;15
;;;kvinnor;20
;;30-34 år;män;28
;;;kvinnor;30
;;35-39 år;män;35
;;;kvinnor;53
;;40-44 år;män;46
;;;kvinnor;43
;;45-49 år;män;51
;;;kvinnor;59
;;50-54 år;män;67
;;;kvinnor;76
;;55-59 år;män;66
;;;kvinnor;70
;;60-64 år;män;88
;;;kvinnor;93
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;2
;;30-34 år;män;4
;;;kvinnor;8
;;35-39 år;män;8
;;;kvinnor;12
;;40-44 år;män;15
;;;kvinnor;8
;;45-49 år;män;20
;;;kvinnor;26
;;50-54 år;män;24
;;;kvinnor;31
;;55-59 år;män;35
;;;kvinnor;22
;;60-64 år;män;34
;;;kvinnor;27
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;0
;;45-49 år;män;0
;;;kvinnor;4
;;50-54 år;män;2
;;;kvinnor;8
;;55-59 år;män;4
;;;kvinnor;4
;;60-64 år;män;3
;;;kvinnor;2
1761 Hammarö;ogifta;20-24 år;män;318
;;;kvinnor;282
;;25-29 år;män;361
;;;kvinnor;291
;;30-34 år;män;303
;;;kvinnor;269
;;35-39 år;män;245
;;;kvinnor;231
;;40-44 år;män;260
;;;kvinnor;185
;;45-49 år;män;221
;;;kvinnor;177
;;50-54 år;män;197
;;;kvinnor;148
;;55-59 år;män;142
;;;kvinnor;97
;;60-64 år;män;102
;;;kvinnor;85
;gifta;20-24 år;män;7
;;;kvinnor;6
;;25-29 år;män;43
;;;kvinnor;63
;;30-34 år;män;144
;;;kvinnor;209
;;35-39 år;män;260
;;;kvinnor;284
;;40-44 år;män;327
;;;kvinnor;336
;;45-49 år;män;305
;;;kvinnor;297
;;50-54 år;män;284
;;;kvinnor;291
;;55-59 år;män;257
;;;kvinnor;270
;;60-64 år;män;252
;;;kvinnor;277
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;7
;;30-34 år;män;5
;;;kvinnor;20
;;35-39 år;män;25
;;;kvinnor;29
;;40-44 år;män;35
;;;kvinnor;58
;;45-49 år;män;68
;;;kvinnor;101
;;50-54 år;män;86
;;;kvinnor;80
;;55-59 år;män;55
;;;kvinnor;83
;;60-64 år;män;81
;;;kvinnor;101
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;2
;;;kvinnor;2
;;45-49 år;män;0
;;;kvinnor;4
;;50-54 år;män;3
;;;kvinnor;5
;;55-59 år;män;3
;;;kvinnor;10
;;60-64 år;män;7
;;;kvinnor;26
1762 Munkfors;ogifta;20-24 år;män;109
;;;kvinnor;83
;;25-29 år;män;117
;;;kvinnor;75
;;30-34 år;män;71
;;;kvinnor;50
;;35-39 år;män;49
;;;kvinnor;37
;;40-44 år;män;59
;;;kvinnor;37
;;45-49 år;män;53
;;;kvinnor;48
;;50-54 år;män;85
;;;kvinnor;55
;;55-59 år;män;50
;;;kvinnor;33
;;60-64 år;män;43
;;;kvinnor;28
;gifta;20-24 år;män;1
;;;kvinnor;10
;;25-29 år;män;12
;;;kvinnor;16
;;30-34 år;män;27
;;;kvinnor;24
;;35-39 år;män;27
;;;kvinnor;31
;;40-44 år;män;24
;;;kvinnor;38
;;45-49 år;män;57
;;;kvinnor;38
;;50-54 år;män;60
;;;kvinnor;67
;;55-59 år;män;53
;;;kvinnor;58
;;60-64 år;män;62
;;;kvinnor;66
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;2
;;30-34 år;män;2
;;;kvinnor;2
;;35-39 år;män;4
;;;kvinnor;6
;;40-44 år;män;8
;;;kvinnor;14
;;45-49 år;män;8
;;;kvinnor;14
;;50-54 år;män;14
;;;kvinnor;25
;;55-59 år;män;28
;;;kvinnor;21
;;60-64 år;män;34
;;;kvinnor;23
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;0
;;45-49 år;män;0
;;;kvinnor;0
;;50-54 år;män;1
;;;kvinnor;2
;;55-59 år;män;1
;;;kvinnor;3
;;60-64 år;män;5
;;;kvinnor;5
1763 Forshaga;ogifta;20-24 år;män;299
;;;kvinnor;239
;;25-29 år;män;273
;;;kvinnor;229
;;30-34 år;män;237
;;;kvinnor;172
;;35-39 år;män;159
;;;kvinnor;146
;;40-44 år;män;162
;;;kvinnor;124
;;45-49 år;män;152
;;;kvinnor;124
;;50-54 år;män;144
;;;kvinnor;104
;;55-59 år;män;105
;;;kvinnor;70
;;60-64 år;män;68
;;;kvinnor;52
;gifta;20-24 år;män;7
;;;kvinnor;15
;;25-29 år;män;47
;;;kvinnor;57
;;30-34 år;män;69
;;;kvinnor;131
;;35-39 år;män;144
;;;kvinnor;154
;;40-44 år;män;164
;;;kvinnor;182
;;45-49 år;män;208
;;;kvinnor;199
;;50-54 år;män;226
;;;kvinnor;220
;;55-59 år;män;185
;;;kvinnor;157
;;60-64 år;män;155
;;;kvinnor;198
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;2
;;;kvinnor;2
;;30-34 år;män;10
;;;kvinnor;12
;;35-39 år;män;16
;;;kvinnor;28
;;40-44 år;män;39
;;;kvinnor;41
;;45-49 år;män;48
;;;kvinnor;46
;;50-54 år;män;55
;;;kvinnor;78
;;55-59 år;män;59
;;;kvinnor;60
;;60-64 år;män;67
;;;kvinnor;76
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;1
;;;kvinnor;1
;;45-49 år;män;1
;;;kvinnor;2
;;50-54 år;män;1
;;;kvinnor;7
;;55-59 år;män;4
;;;kvinnor;14
;;60-64 år;män;2
;;;kvinnor;12
1764 Grums;ogifta;20-24 år;män;251
;;;kvinnor;197
;;25-29 år;män;251
;;;kvinnor;216
;;30-34 år;män;183
;;;kvinnor;107
;;35-39 år;män;111
;;;kvinnor;106
;;40-44 år;män;128
;;;kvinnor;95
;;45-49 år;män;131
;;;kvinnor;111
;;50-54 år;män;130
;;;kvinnor;119
;;55-59 år;män;113
;;;kvinnor;71
;;60-64 år;män;69
;;;kvinnor;53
;gifta;20-24 år;män;8
;;;kvinnor;13
;;25-29 år;män;21
;;;kvinnor;50
;;30-34 år;män;64
;;;kvinnor;97
;;35-39 år;män;82
;;;kvinnor;88
;;40-44 år;män;111
;;;kvinnor;106
;;45-49 år;män;134
;;;kvinnor;130
;;50-54 år;män;155
;;;kvinnor;153
;;55-59 år;män;141
;;;kvinnor;151
;;60-64 år;män;162
;;;kvinnor;163
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;5
;;;kvinnor;8
;;30-34 år;män;5
;;;kvinnor;17
;;35-39 år;män;14
;;;kvinnor;12
;;40-44 år;män;12
;;;kvinnor;15
;;45-49 år;män;27
;;;kvinnor;35
;;50-54 år;män;51
;;;kvinnor;55
;;55-59 år;män;68
;;;kvinnor;63
;;60-64 år;män;56
;;;kvinnor;63
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;1
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;1
;;45-49 år;män;0
;;;kvinnor;3
;;50-54 år;män;0
;;;kvinnor;5
;;55-59 år;män;3
;;;kvinnor;8
;;60-64 år;män;10
;;;kvinnor;13
1765 Årjäng;ogifta;20-24 år;män;263
;;;kvinnor;239
;;25-29 år;män;263
;;;kvinnor;204
;;30-34 år;män;181
;;;kvinnor;145
;;35-39 år;män;146
;;;kvinnor;106
;;40-44 år;män;150
;;;kvinnor;96
;;45-49 år;män;156
;;;kvinnor;121
;;50-54 år;män;148
;;;kvinnor;105
;;55-59 år;män;112
;;;kvinnor;67
;;60-64 år;män;79
;;;kvinnor;58
;gifta;20-24 år;män;2
;;;kvinnor;19
;;25-29 år;män;41
;;;kvinnor;68
;;30-34 år;män;96
;;;kvinnor;94
;;35-39 år;män;99
;;;kvinnor;112
;;40-44 år;män;139
;;;kvinnor;142
;;45-49 år;män;167
;;;kvinnor;149
;;50-54 år;män;165
;;;kvinnor;172
;;55-59 år;män;150
;;;kvinnor;171
;;60-64 år;män;187
;;;kvinnor;184
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;5
;;;kvinnor;5
;;30-34 år;män;5
;;;kvinnor;9
;;35-39 år;män;11
;;;kvinnor;20
;;40-44 år;män;26
;;;kvinnor;28
;;45-49 år;män;39
;;;kvinnor;46
;;50-54 år;män;50
;;;kvinnor;58
;;55-59 år;män;53
;;;kvinnor;44
;;60-64 år;män;59
;;;kvinnor;55
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;1
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;4
;;45-49 år;män;0
;;;kvinnor;6
;;50-54 år;män;1
;;;kvinnor;3
;;55-59 år;män;1
;;;kvinnor;8
;;60-64 år;män;13
;;;kvinnor;25
1766 Sunne;ogifta;20-24 år;män;412
;;;kvinnor;330
;;25-29 år;män;425
;;;kvinnor;299
;;30-34 år;män;236
;;;kvinnor;197
;;35-39 år;män;211
;;;kvinnor;143
;;40-44 år;män;210
;;;kvinnor;175
;;45-49 år;män;204
;;;kvinnor;158
;;50-54 år;män;249
;;;kvinnor;153
;;55-59 år;män;183
;;;kvinnor;157
;;60-64 år;män;163
;;;kvinnor;97
;gifta;20-24 år;män;2
;;;kvinnor;14
;;25-29 år;män;26
;;;kvinnor;54
;;30-34 år;män;66
;;;kvinnor;80
;;35-39 år;män;106
;;;kvinnor;125
;;40-44 år;män;142
;;;kvinnor;164
;;45-49 år;män;170
;;;kvinnor;185
;;50-54 år;män;214
;;;kvinnor;235
;;55-59 år;män;221
;;;kvinnor;229
;;60-64 år;män;254
;;;kvinnor;247
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;6
;;;kvinnor;8
;;30-34 år;män;8
;;;kvinnor;12
;;35-39 år;män;14
;;;kvinnor;22
;;40-44 år;män;30
;;;kvinnor;29
;;45-49 år;män;44
;;;kvinnor;63
;;50-54 år;män;76
;;;kvinnor;82
;;55-59 år;män;71
;;;kvinnor;101
;;60-64 år;män;81
;;;kvinnor;92
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;3
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;1
;;;kvinnor;2
;;50-54 år;män;0
;;;kvinnor;6
;;55-59 år;män;2
;;;kvinnor;14
;;60-64 år;män;5
;;;kvinnor;23
1780 Karlstad;ogifta;20-24 år;män;3569
;;;kvinnor;3601
;;25-29 år;män;3560
;;;kvinnor;3070
;;30-34 år;män;2174
;;;kvinnor;1633
;;35-39 år;män;1544
;;;kvinnor;1175
;;40-44 år;män;1205
;;;kvinnor;1026
;;45-49 år;män;1123
;;;kvinnor;909
;;50-54 år;män;1111
;;;kvinnor;905
;;55-59 år;män;751
;;;kvinnor;674
;;60-64 år;män;593
;;;kvinnor;521
;gifta;20-24 år;män;53
;;;kvinnor;122
;;25-29 år;män;313
;;;kvinnor;530
;;30-34 år;män;754
;;;kvinnor;979
;;35-39 år;män;1033
;;;kvinnor;1170
;;40-44 år;män;1276
;;;kvinnor;1307
;;45-49 år;män;1348
;;;kvinnor;1379
;;50-54 år;män;1410
;;;kvinnor;1437
;;55-59 år;män;1293
;;;kvinnor;1318
;;60-64 år;män;1426
;;;kvinnor;1347
;skilda;20-24 år;män;6
;;;kvinnor;8
;;25-29 år;män;40
;;;kvinnor;61
;;30-34 år;män;76
;;;kvinnor;138
;;35-39 år;män;161
;;;kvinnor;230
;;40-44 år;män;231
;;;kvinnor;317
;;45-49 år;män;329
;;;kvinnor;515
;;50-54 år;män;471
;;;kvinnor;626
;;55-59 år;män;494
;;;kvinnor;575
;;60-64 år;män;459
;;;kvinnor;622
;änkor/änklingar;20-24 år;män;1
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;2
;;;kvinnor;5
;;35-39 år;män;1
;;;kvinnor;5
;;40-44 år;män;4
;;;kvinnor;20
;;45-49 år;män;3
;;;kvinnor;30
;;50-54 år;män;13
;;;kvinnor;33
;;55-59 år;män;20
;;;kvinnor;57
;;60-64 år;män;35
;;;kvinnor;128
1781 Kristinehamn;ogifta;20-24 år;män;702
;;;kvinnor;536
;;25-29 år;män;669
;;;kvinnor;548
;;30-34 år;män;440
;;;kvinnor;328
;;35-39 år;män;343
;;;kvinnor;230
;;40-44 år;män;305
;;;kvinnor;237
;;45-49 år;män;330
